Date,Start Time,End Time,Active Time (seconds),Idle Time (seconds),Total Time(Seconds),Websites and Apps
2023-10-08,2023-10-08 11:16:38,2023-10-08 11:16:38,9.795350074768066,0,9.795350074768066,"Screen Time Tracker, C:\Windows\System32\cmd.exe - python  ui.py"
2023-10-08,2023-10-08 11:27:27,2023-10-08 11:27:27,23.38282012939453,0,23.38282012939453,", task - Notepad, Screen Time Tracker"
